SYSTEM,STANDARD_IDENTIFIER,STANDARD_DISPLAY,RANK
LOINC,8459-0,Systolic blood pressure--sitting,245
SNOMED CT,364533002,Color of skin (observable entity),-1
LOINC,39106-0,Temperature of Skin,5413
LOINC,72166-2,Tobacco smoking status,574
LOINC,31629-9,Smooth muscle Ab [Units/volume] in Serum,4050
LOINC,28653-4,Social worker Note,6253
LOINC,32219-8,Soluble liver Ab [Units/volume] in Serum by Immunoassay,5498
LOINC,37793-7,XR Shoulder - right 2 Views,5253
LOINC,26384-8,XR Shoulder - right 3 Views,-1
LOINC,47938-6,Specimen source [Identifier] of Body fluid,826
LOINC,37867-9,XR Skull 2 Views,-1
LOINC,24918-5,XR Skull 3 Views,9917
LOINC,79369-5,XR Shoulder - right GE 2 Views,-1
LOINC,48487-3,XR Skull GE 4 Views,-1
LOINC,11512-1,Speech-language pathology Progress note,-1
LOINC,39067-4,XR Cervical and thoracic and lumbar spine AP and Lateral,-1
LOINC,24909-4,XR Shoulder Views,2741
LOINC,28613-8,XR Spine Views,-1
LOINC,26077-8,RF Shoulder - left Arthrogram,-1
LOINC,26078-6,RF Shoulder - right Arthrogram,-1
LOINC,9780-8,Spermatozoa [#/volume] in Semen,2041
LOINC,8248-7,Spermatozoa [Presence] in Urine sediment by Light microscopy,1791
LOINC,10613-8,Spermatozoa Viable/100 spermatozoa in Semen,2956
LOINC,802-9,Spherocytes [Presence] in Blood by Light microscopy,1157
LOINC,28633-6,Polysomnography (sleep) study,-1
LOINC,24924-3,RF Small bowel Views W contrast PO,-1
LOINC,24910-2,RF Shoulder Arthrogram,-1
LOINC,20081-6,Pulse oximetry site,8003
SNOMED CT,16349000,Orthopedic device (physical object),-1
LOINC,2964-5,Specific gravity of Body fluid,3664
LOINC,5811-5,Specific gravity of Urine by Test strip,144
LOINC,6857-7,Spruce IgE Ab [Units/volume] in Serum,9401
LOINC,86243-3,Color of Sputum,7790
LOINC,6460-0,Bacteria identified in Sputum by Culture,3106
LOINC,42160-2,XR Unspecified body region Views for shunt patency,-1
LOINC,43523-0,XR Sinuses 1 or 2 Views,-1
LOINC,26069-5,RF Salivary gland - right Views W contrast intra salivary duct,-1
LOINC,43486-0,XR Sinuses GE 3 Views,-1
LOINC,26157-8,XR Shoulder - bilateral Views,-1
LOINC,36668-2,XR Shoulder - left 2 Views,5531
LOINC,26383-0,XR Shoulder - left 3 Views,-1
LOINC,44209-5,XR Sinuses Limited Views,-1
LOINC,79368-7,XR Shoulder - left GE 2 Views,-1
LOINC,6864-3,Hemoglobin S [Presence] in Blood by Solubility test,1295
LOINC,801-1,Sickle cells [Presence] in Blood by Light microscopy,1204
SNOMED CT,591331000124109,Date sigmoidoscopy completed (observable entity),-1
LOINC,48159-8,Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay,443
LOINC,53612-8,Urate [Mass/volume] in Body fluid,694
LOINC,3085-8,Urate [Mass/volume] in Synovial fluid,9267
LOINC,3084-1,Urate [Mass/volume] in Serum or Plasma,181
LOINC,9187-6,Urine output,1424
SNOMED CT,5972002,Delay when starting to pass urine (finding),-1
SNOMED CT,267064002,Retention of urine (disorder),-1
LOINC,28606-2,1-Methylhistidine/Creatinine [Ratio] in Urine,11818
LOINC,6766-0,17-Ketosteroids [Mass/time] in 24 hour Urine,7826
LOINC,28594-0,3-Methylhistidine/Creatinine [Ratio] in Urine,11815
LOINC,4025-3,Salicylates [Presence] in Urine,4347
LOINC,28610-4,Sarcosine/Creatinine [Ratio] in Urine,6372
LOINC,30058-2,Serine/Creatinine [Ratio] in Urine,6350
LOINC,38047-7,US Retroperitoneum limited,8842
LOINC,39044-3,US.doppler Head vessels limited,-1
LOINC,8912-8,Pulse intensity Ulnar artery - left by palpation,-1
LOINC,8913-6,Pulse intensity Ulnar artery - right by palpation,-1
LOINC,8501-9,Umbilical artery Diastolic blood pressure,-1
LOINC,8507-6,Umbilical artery Mean blood pressure,-1
LOINC,3299-5,Acetaminophen [Presence] in Urine,1392
LOINC,5570-7,Acetone [Mass/volume] in Urine,4098
LOINC,5569-9,Acetone [Presence] in Urine,4659
LOINC,30068-1,Alanine/Creatinine [Ratio] in Urine,6339
LOINC,1754-1,Albumin [Mass/volume] in Urine,272
LOINC,24027-5,Streptococcus pneumoniae Ag [Presence] in Urine,972
LOINC,28595-7,Taurine/Creatinine [Ratio] in Urine,6371
LOINC,30057-4,Threonine/Creatinine [Ratio] in Urine,6380
LOINC,11004-9,Tricyclic antidepressants [Presence] in Urine,3180
LOINC,30054-1,Tyrosine/Creatinine [Ratio] in Urine,4269
LOINC,3421-5,Butalbital [Presence] in Urine,5899
LOINC,13538-4,"Carbon dioxide, total [Moles/volume] in Urine",11007
LOINC,8513-4,Umbilical artery Systolic blood pressure,-1
LOINC,5783-6,Unidentified crystals [Presence] in Urine sediment by Light microscopy,1675
LOINC,20466-9,Estriol (E3).unconjugated [Multiple of the median] in Serum or Plasma,2065
LOINC,25428-4,Glucose [Presence] in Urine by Test strip,200
LOINC,30059-0,Glutamate/Creatinine [Ratio] in Urine,6378
LOINC,30056-6,Glutamine/Creatinine [Ratio] in Urine,6375
LOINC,30066-5,Glycine/Creatinine [Ratio] in Urine,6373
LOINC,3092-4,Urea [Mass/volume] in Urine,4008
LOINC,3095-7,Urea nitrogen [Mass/volume] in Urine,850
LOINC,3086-6,Urate [Mass/volume] in Urine,2778
LOINC,5611-9,Cadmium [Mass/volume] in Urine,3816
LOINC,24449-1,Carnitine esters [Moles/volume] in Urine,-1
LOINC,3472-8,chlorproMAZINE [Presence] in Urine,11222
LOINC,34266-7,Citrate [Moles/volume] in Urine,-1
LOINC,30161-4,Citrulline/Creatinine [Ratio] in Urine,6382
LOINC,2078-4,Chloride [Moles/volume] in Urine,963
SNOMED CT,248346009,Weight change (observable entity),-1
LOINC,881-3,ABO and Rh group [Type] in Blood from Blood product unit,293
SNOMED CT,700460004,Ability to dress upper body (observable entity),-1
LOINC,8514-2,Brachial artery - left Diastolic blood pressure,-1
LOINC,8546-4,Brachial artery - left Systolic blood pressure,17845
LOINC,8515-9,Brachial artery - right Diastolic blood pressure,-1
LOINC,13760-4,Homovanillate/Creatinine [Mass Ratio] in 24 hour Urine,6709
LOINC,726-0,Hemoglobin [Mass/volume] in Urine,2727
LOINC,30047-5,Histidine/Creatinine [Ratio] in Urine,6337
LOINC,26582-7,Homocysteine/Creatinine [Molar ratio] in Urine,8305
LOINC,30051-7,Homocystine/Creatinine [Ratio] in Urine,9196
LOINC,20405-7,Urobilinogen [Mass/volume] in Urine by Test strip,374
LOINC,3122-9,Vanillylmandelate [Mass/time] in 24 hour Urine,3189
LOINC,2144-4,Cortisol [Mass/volume] in Urine,3407
LOINC,8547-2,Brachial artery - right Systolic blood pressure,-1
LOINC,28601-3,Hydroxyproline/Creatinine [Ratio] in Urine,6368
LOINC,3691-3,Imipramine [Presence] in Urine,10275
LOINC,30052-5,Isoleucine/Creatinine [Ratio] in Urine,6384
LOINC,9434-2,Isopropanol [Mass/volume] in Urine,3446
LOINC,2828-2,Potassium [Moles/volume] in Urine,901
LOINC,5292-8,Reagin Ab [Presence] in Serum by VDRL,1608
LOINC,33979-6,Voltage-gated calcium channel N type binding Ab [Moles/volume] in Serum,2571
LOINC,3125-2,Vasoactive intestinal peptide [Mass/volume] in Serum or Plasma,3682
LOINC,2236-8,Calciferol (Vit D2) [Mass/volume] in Serum or Plasma,920
LOINC,1989-3,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,153
LOINC,26116-4,XR Upper extremity - left Views,-1
LOINC,30053-3,Leucine/Creatinine [Ratio] in Urine,6357
LOINC,30048-3,Lysine/Creatinine [Ratio] in Urine,6356
LOINC,30064-0,Valine/Creatinine [Ratio] in Urine,6381
LOINC,5689-5,Mercury [Mass/volume] in Urine,4555
LOINC,2756-5,pH of Urine,230
LOINC,5632-5,Copper [Mass/volume] in Urine,4268
LOINC,26117-2,XR Upper extremity - right Views,-1
LOINC,5695-2,Methanol [Mass/volume] in Urine,6174
LOINC,5694-5,Methanol [Presence] in Urine,5031
LOINC,30063-2,Methionine/Creatinine [Ratio] in Urine,6343
LOINC,13458-5,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,121
LOINC,9624-8,Vanillylmandelate [Mass/volume] in Urine,5677
LOINC,13316-5,Vancomycin resistant enterococcus [Presence] in Specimen by Organism specific culture,529
LOINC,630-4,Bacteria identified in Urine by Culture,78
LOINC,24689-2,XR Upper extremity Views,-1
LOINC,39144-1,RF Gastrointestinal tract upper Single view W air contrast PO,-1
LOINC,25140-5,Uracil/Creatinine [Molar ratio] in Urine,7177
LOINC,12235-8,Microscopic observation [Identifier] in Urine sediment by Light microscopy,472
LOINC,58448-2,Microalbumin ug/min [Mass/time] in 24 hour Urine,6294
LOINC,2641-9,Myoglobin [Mass/volume] in Urine,3198
LOINC,2640-1,Myoglobin [Presence] in Urine,2917
LOINC,5764-6,Zinc [Mass/volume] in Urine,13875
LOINC,28590-8,Alpha aminobutyrate/Creatinine [Ratio] in Urine,6393
LOINC,28588-2,Beta alanine/Creatinine [Ratio] in Urine,6011
LOINC,28602-1,Beta aminoisobutyrate/Creatinine [Ratio] in Urine,6392
LOINC,54247-2,Drug screen comment [Interpretation] in Urine,608
LOINC,28599-9,Cystathionine/Creatinine [Ratio] in Urine,6349
LOINC,6299-2,Urea nitrogen [Mass/volume] in Blood,323
LOINC,32368-3,Ureaplasma sp identified in Specimen by Organism specific culture,8734
LOINC,69933-0,Ureaplasma parvum DNA [Presence] in Specimen by NAA with probe detection,2075
LOINC,51988-4,Ureaplasma urealyticum DNA [Presence] in Specimen by NAA with probe detection,1640
LOINC,43559-4,RF Urinary bladder and Urethra Views W contrast intra bladder during voiding,11764
LOINC,2955-3,Sodium [Moles/volume] in Urine,486
LOINC,5803-2,pH of Urine by Test strip,89
LOINC,30065-7,Cystine/Creatinine [Ratio] in Urine,5863
LOINC,25095-1,Deoxypyridinoline/Creatinine [Molar ratio] in Urine,8333
LOINC,3571-7,diphenhydrAMINE [Presence] in Urine,4815
LOINC,2217-8,DOPamine [Mass/volume] in Urine,4215
LOINC,3580-8,Doxepin [Presence] in Urine,8783
LOINC,12286-1,Drugs identified in Urine by Screen method,1275
LOINC,11046-0,EPINEPHrine [Mass/volume] in Urine,4150
LOINC,25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,-1
LOINC,33477-1,Organic acids pattern [Interpretation] in Urine,5575
LOINC,30049-1,Ornithine/Creatinine [Ratio] in Urine,6342
LOINC,13787-7,Orotate/Creatinine [Mass Ratio] in Urine,17394
LOINC,27816-8,von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay,1828
LOINC,32217-2,von Willebrand factor (vWf) multimers [Presence] in Platelet poor plasma,3051
LOINC,6014-5,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,2267
LOINC,5645-7,Ethanol [Mass/volume] in Urine,2053
LOINC,5644-0,Ethanol [Presence] in Urine,1485
LOINC,42242-8,Ethanol [Presence] in Urine by Screen method,2763
LOINC,28605-4,Ethanolamine/Creatinine [Ratio] in Urine,6652
LOINC,14285-1,Carnitine free (C0) [Moles/volume] in Urine,18413
LOINC,2700-3,Oxalate [Mass/volume] in Urine,4276
LOINC,28593-2,Gamma aminobutyrate/Creatinine [Ratio] in Urine,6394
LOINC,27378-9,pH of 24 hour Urine,3084
LOINC,25664-4,Glucose [Mass/volume] in Urine --1 hour post dose glucose,3353
LOINC,25670-1,Glucose [Mass/volume] in Urine --30 minutes post dose glucose,10443
LOINC,25667-7,Glucose [Mass/volume] in Urine --2 hours post dose glucose,3328
LOINC,26540-5,Glucose [Mass/volume] in Urine --3 hours post dose glucose,10393
LOINC,26542-1,Glucose [Mass/volume] in Urine --5 hours post dose glucose,-1
LOINC,63382-6,Fasting glucose [Mass/volume] in Urine,9726
LOINC,3953-7,Phenothiazines [Presence] in Urine,9144
LOINC,30055-8,Phenylalanine/Creatinine [Ratio] in Urine,6377
LOINC,14274-5,Uroporphyrin [Mass/volume] in Serum or Plasma,7808
LOINC,20661-5,Valine [Moles/volume] in Serum or Plasma,2840
LOINC,22692-8,Valine/Creatinine [Molar ratio] in Urine,12596
LOINC,4087-3,Valproate Free [Mass/volume] in Serum or Plasma,1810
LOINC,20578-1,Vancomycin [Mass/volume] in Serum or Plasma,684
LOINC,28604-7,Phosphoethanolamine/Creatinine [Ratio] in Urine,12743
LOINC,24446-7,Porphobilinogen [Mass/volume] in Urine,9064
LOINC,30067-3,Proline/Creatinine [Ratio] in Urine,6374
LOINC,1755-8,Albumin [Mass/time] in 24 hour Urine,3931
LOINC,3334-0,Amitriptyline [Presence] in Urine,6802
LOINC,40419-4,Amphetamine+Methamphetamine [Presence] in Urine,2161
LOINC,20454-5,Protein [Presence] in Urine by Test strip,173
LOINC,1799-6,Amylase [Enzymatic activity/volume] in Urine,5778
LOINC,30062-4,Arginine/Creatinine [Ratio] in Urine,5220
LOINC,32229-7,Argininosuccinate/Creatinine [Ratio] in Urine,6424
LOINC,46138-4,Urate crystals [#/area] in Urine sediment by Microscopy high power field,1776
LOINC,5817-2,Urate crystals [Presence] in Urine sediment by Light microscopy,1607
LOINC,28603-9,Asparagine/Creatinine [Ratio] in Urine,6379
LOINC,30061-6,Aspartate/Creatinine [Ratio] in Urine,6291
LOINC,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,3436
LOINC,17719-6,traMADol [Mass/volume] in Urine,1843
LOINC,6687-8,Citrate [Mass/time] in 24 hour Urine,2780
LOINC,35676-6,Chloride [Moles/volume] in Urine collected for unspecified duration,12796
LOINC,24537-3,US Guidance for aspiration of amniotic fluid of Uterus,-1
LOINC,24733-8,US.doppler Head vessels,-1
LOINC,29916-4,Cobalt [Mass/time] in 24 hour Urine,9564
LOINC,2137-8,Coproporphyrin [Mass/time] in 24 hour Urine,10930
LOINC,14158-0,Cortisol [Mass/time] in 24 hour Urine,7558
LOINC,26602-3,Tryptophan [Moles/volume] in Cerebral spinal fluid,8769
SNOMED CT,229912004,Enteral feeding (regime/therapy),-1
LOINC,3074-2,Tumor necrosis factor.alpha [Mass/volume] in Serum or Plasma,5557
LOINC,34532-2,Blood type and Indirect antibody screen panel - Blood,718
LOINC,49024-3,Differential cell count method - Blood,73
LOINC,87080-8,Guidance for paracentesis of Peritoneum,-1
LOINC,5815-6,Tyrosine crystals [Presence] in Urine sediment by Light microscopy,4413
LOINC,53119-4,Tyrosine crystals [#/area] in Urine sediment by Microscopy high power field,14684
LOINC,22642-3,Tyrosine [Moles/volume] in Cerebral spinal fluid,8685
LOINC,85475-2,US Heart Transesophageal,-1
LOINC,35674-1,Creatinine [Mass/volume] in Urine collected for unspecified duration,276
LOINC,13612-7,Dehydroepiandrosterone (DHEA) [Mass/time] in 24 hour Urine,9071
LOINC,44261-6,Patient Health Questionnaire 9 item (PHQ-9) total score [Reported],7559
LOINC,2501-5,Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma,435
LOINC,18761-7,Transfer summary note,-1
LOINC,3034-6,Transferrin [Mass/volume] in Serum or Plasma,373
LOINC,13876-8,Beta-2 transferrin [Presence] in Body fluid,5616
LOINC,50405-0,Patient symptoms [Interpretation] Narrative--after transfusion reaction,19012
LOINC,68366-4,Bacteria identified in Blood product unit by Culture,15231
LOINC,17867-3,Carnitine free (C0)/Creatinine [Ratio] in Urine,7957
LOINC,33346-8,Cortisol Free [Mass/volume] in 24 hour Urine,3669
LOINC,25061-3,US Unspecified body region,-1
LOINC,24731-2,US Head,-1
LOINC,30089-7,Transitional cells [#/area] in Urine sediment by Microscopy high power field,1018
SNOMED CT,276030007,Travel abroad (finding),-1
LOINC,8691-8,History of Travel,4676
LOINC,4064-2,traZODone [Mass/volume] in Serum or Plasma,7605
SNOMED CT,26079004,Tremor (finding),-1
LOINC,4069-1,Triazolam [Mass/volume] in Serum or Plasma,14867
LOINC,33905-1,Trichomonas sp [#/area] in Urine sediment by Microscopy high power field,3981
LOINC,5813-1,Trichomonas vaginalis [Presence] in Urine sediment by Light microscopy,1500
LOINC,53595-5,Homovanillate [Mass/volume] in 24 hour Urine,10445
LOINC,14785-0,Hydroxyproline [Moles/time] in 24 hour Urine,12574
LOINC,9627-1,Imipramine+Desipramine [Mass/volume] in Serum or Plasma,7442
LOINC,24869-0,US Pelvis,4207
LOINC,38046-9,US Pelvis limited,9816
LOINC,68458-9,Trichomonas sp identified in Specimen by Organism specific culture,13151
LOINC,32766-8,Trichomonas vaginalis [Presence] in Specimen by Wet preparation,1490
LOINC,69937-1,Trichomonas vaginalis DNA [Presence] in Specimen by NAA with probe detection,2429
LOINC,43227-8,Ova and parasites identified in Stool by Trichrome stain,2034
LOINC,20625-0,Lead [Mass/volume] in 24 hour Urine,6002
LOINC,21383-5,Mercury [Mass/volume] in 24 hour Urine,6122
LOINC,24677-7,US Pelvis transvaginal,3193
LOINC,4073-3,Tricyclic antidepressants [Presence] in Serum or Plasma,2313
LOINC,14447-7,Triglyceride [Mass/volume] in Peritoneal fluid,6656
LOINC,30704-1,US Abdomen limited,5641
LOINC,30709-0,US Lower extremity,9127
LOINC,9619-8,Triglyceride [Mass/volume] in Pleural fluid,4779
LOINC,9309-6,Ammonia [Mass/time] in 24 hour Urine,8384
LOINC,2956-1,Sodium [Moles/time] in 24 hour Urine,2069
LOINC,5814-9,Triple phosphate crystals [Presence] in Urine sediment by Light microscopy,1592
LOINC,46725-8,Tropheryma whipplei DNA [Presence] in Specimen by NAA with probe detection,8605
LOINC,10839-9,Troponin I.cardiac [Mass/volume] in Serum or Plasma,107
LOINC,2660-9,Nitrogen [Mass/time] in 24 hour Urine,14543
LOINC,74689-1,Nucleated cells [#/volume] in Body fluid by Manual count,-1
LOINC,2694-8,Osmolality of 24 hour Urine,9174
LOINC,38036-0,US Kidney,5028
LOINC,6598-7,Troponin T.cardiac [Mass/volume] in Serum or Plasma,604
LOINC,44259-0,"Trouble falling or staying asleep, or sleeping too much in last 2 weeks [Reported.PHQ]",-1
LOINC,33325-2,Trypsin [Mass/volume] in Serum or Plasma,9015
LOINC,21582-2,Tryptase [Mass/volume] in Serum or Plasma,1419
LOINC,2779-7,Phosphate [Mass/time] in 24 hour Urine,2911
LOINC,24601-7,US Breast,1893
LOINC,4059-2,Tobramycin [Mass/volume] in Serum or Plasma --trough,2762
LOINC,4060-0,Tocainide [Mass/volume] in Serum or Plasma,14629
SNOMED CT,284899001,Ability to perform toileting activities (observable entity),-1
LOINC,9629-7,TOLAZamide [Mass/volume] in Serum or Plasma,5675
LOINC,4061-8,TOLBUTamide [Mass/volume] in Serum or Plasma,5636
LOINC,2885-2,Protein [Mass/volume] in Serum or Plasma,23
LOINC,26214-7,US Breast - bilateral,3767
SNOMED CT,6918002,Muscle tone (observable entity),-1
LOINC,17713-9,Topiramate [Mass/volume] in Serum or Plasma,2645
LOINC,21036-9,17-Hydroxycorticosteroids [Mass/time] in 24 hour Urine,7977
LOINC,1765-7,Aldosterone [Mass/time] in 24 hour Urine,4595
LOINC,27944-8,C peptide [Mass/time] in 24 hour Urine,14453
LOINC,16688-4,Creatine kinase [Enzymatic activity/volume] in Body fluid,-1
LOINC,26889-6,Sulfate [Moles/time] in 24 hour Urine,4478
LOINC,5746-3,Thallium [Mass/time] in 24 hour Urine,9887
LOINC,5765-3,Zinc [Mass/time] in 24 hour Urine,5073
LOINC,803-7,Toxic granules [Presence] in Blood by Light microscopy,544
LOINC,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,1974
LOINC,40678-5,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,3576
LOINC,29904-0,Toxoplasma gondii DNA [Presence] in Specimen by NAA with probe detection,6119
LOINC,38251-5,Calcium oxalate [Mass/time] in 24 hour Urine,12198
LOINC,17866-5,Carnitine/Creatinine [Ratio] in Urine,7469
LOINC,30078-0,Weight of Stool,6062
LOINC,6957-5,Western equine encephalitis virus IgG Ab [Titer] in Serum by Immunofluorescence,9052
LOINC,6958-3,Western equine encephalitis virus IgM Ab [Titer] in Serum by Immunofluorescence,8573
LOINC,38997-3,West Nile virus IgG Ab [Units/volume] in Serum by Immunoassay,6295
LOINC,34461-4,West Nile virus RNA [Presence] in Cerebral spinal fluid by NAA with probe detection,12386
